INVX1, 2.00, 15.00, 0.10, 1.50, 9.8828e-10, 2.1661e-08
INVX1, 2.00, 15.00, 0.15, 0.50, 5.1850e-10, 2.0565e-08
INVX1, 2.00, 15.00, 0.15, 1.00, 8.1228e-10, 2.1105e-08
INVX1, 2.00, 15.00, 0.15, 1.50, 1.0873e-09, 2.1657e-08
INVX1, 2.00, 15.00, 0.20, 0.50, 5.8950e-10, 2.0579e-08
INVX1, 2.00, 15.00, 0.20, 1.00, 8.9028e-10, 2.1110e-08
INVX1, 2.00, 15.00, 0.20, 1.50, 1.1763e-09, 2.1656e-08
INVX1, 2.20, 5.00, 0.05, 0.50, 3.5628e-10, 2.0551e-08
INVX1, 2.20, 5.00, 0.05, 1.00, 6.1428e-10, 2.1107e-08
INVX1, 2.20, 5.00, 0.05, 1.50, 8.6028e-10, 2.1662e-08
INVX1, 2.20, 5.00, 0.10, 0.50, 4.3328e-10, 2.0552e-08
INVX1, 2.20, 5.00, 0.10, 1.00, 7.1128e-10, 2.1102e-08
INVX1, 2.20, 5.00, 0.10, 1.50, 9.7328e-10, 2.1657e-08
INVX1, 2.20, 5.00, 0.15, 0.50, 5.0030e-10, 2.0560e-08
INVX1, 2.20, 5.00, 0.15, 1.00, 7.9228e-10, 2.1101e-08
INVX1, 2.20, 5.00, 0.15, 1.50, 1.0663e-09, 2.1652e-08
INVX1, 2.20, 5.00, 0.20, 0.50, 5.6650e-10, 2.0571e-08
INVX1, 2.20, 5.00, 0.20, 1.00, 8.6428e-10, 2.1105e-08
INVX1, 2.20, 5.00, 0.20, 1.50, 1.1483e-09, 2.1651e-08
INVX1, 2.20, 10.00, 0.05, 0.50, 3.5628e-10, 2.0551e-08
INVX1, 2.20, 10.00, 0.05, 1.00, 6.1428e-10, 2.1106e-08
INVX1, 2.20, 10.00, 0.05, 1.50, 8.6028e-10, 2.1662e-08
INVX1, 2.20, 10.00, 0.10, 0.50, 4.3328e-10, 2.0552e-08
INVX1, 2.20, 10.00, 0.10, 1.00, 7.1128e-10, 2.1101e-08
INVX1, 2.20, 10.00, 0.10, 1.50, 9.7228e-10, 2.1658e-08
INVX1, 2.20, 10.00, 0.15, 0.50, 5.0000e-10, 2.0560e-08
INVX1, 2.20, 10.00, 0.15, 1.00, 7.9128e-10, 2.1101e-08
INVX1, 2.20, 10.00, 0.15, 1.50, 1.0653e-09, 2.1653e-08
INVX1, 2.20, 10.00, 0.20, 0.50, 5.6550e-10, 2.0572e-08
INVX1, 2.20, 10.00, 0.20, 1.00, 8.6428e-10, 2.1104e-08
INVX1, 2.20, 10.00, 0.20, 1.50, 1.1473e-09, 2.1651e-08
INVX1, 2.20, 15.00, 0.05, 0.50, 3.5628e-10, 2.0551e-08
INVX1, 2.20, 15.00, 0.05, 1.00, 6.1428e-10, 2.1106e-08
INVX1, 2.20, 15.00, 0.05, 1.50, 8.5928e-10, 2.1663e-08
INVX1, 2.20, 15.00, 0.10, 0.50, 4.3328e-10, 2.0552e-08
INVX1, 2.20, 15.00, 0.10, 1.00, 7.1028e-10, 2.1102e-08
INVX1, 2.20, 15.00, 0.10, 1.50, 9.7228e-10, 2.1658e-08
INVX1, 2.20, 15.00, 0.15, 0.50, 4.9928e-10, 2.0560e-08
INVX1, 2.20, 15.00, 0.15, 1.00, 7.9128e-10, 2.1101e-08
INVX1, 2.20, 15.00, 0.15, 1.50, 1.0653e-09, 2.1652e-08
INVX1, 2.20, 15.00, 0.20, 0.50, 5.6550e-10, 2.0571e-08
INVX1, 2.20, 15.00, 0.20, 1.00, 8.6328e-10, 2.1105e-08
INVX1, 2.20, 15.00, 0.20, 1.50, 1.1473e-09, 2.1651e-08
